iteration,time,similarity,outfile,error
0,0,0.189413,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter0.xyz,0.5233933555982522
1,11.3746,0.160396,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter1_sim0.160396.xyz,0.365556695309592
2,22.6458,0.143404,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter2_sim0.143404.xyz,0.2915362154779632
3,33.8569,0.121133,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter3_sim0.121133.xyz,0.22116656375951185
4,45.0932,0.0996986,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter4_sim0.099699.xyz,0.15633701542095885
5,56.4474,0.0833178,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter5_sim0.083318.xyz,0.1065858744285824
6,67.7173,0.0708051,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter6_sim0.070805.xyz,0.07260599750962411
7,79.0215,0.0634268,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter7_sim0.063427.xyz,0.05189815741600164
8,90.3246,0.0568395,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter8_sim0.056840.xyz,0.038776639061940704
9,101.621,0.0523676,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter9_sim0.052368.xyz,0.02968079583926922
10,112.873,0.0477921,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter10_sim0.047792.xyz,0.023459876335885078
11,124.161,0.0439172,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter11_sim0.043917.xyz,0.019434531202734456
12,135.375,0.0421606,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter12_sim0.042161.xyz,0.015733428718660906
13,146.714,0.040376,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter13_sim0.040376.xyz,0.014314837222431754
14,158.226,0.0391665,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter14_sim0.039166.xyz,0.013600311511951117
15,169.472,0.0443367,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter15_sim0.044337.xyz,0.013487039820211632
16,180.662,2.93569,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter16_sim2.935695.xyz,13.364937920537793
17,191.918,0.146367,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter17_sim0.146367.xyz,0.4752989009818241
18,203.128,0.146566,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter18_sim0.146566.xyz,0.3441054917136488
19,214.337,0.135939,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter19_sim0.135939.xyz,0.2757131974318119
20,225.582,0.115216,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter20_sim0.115216.xyz,0.20739563956561205
21,236.893,0.0970568,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter21_sim0.097057.xyz,0.14626087188831113
22,248.508,0.0805255,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter22_sim0.080526.xyz,0.09942426857044373
23,259.895,0.0695778,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter23_sim0.069578.xyz,0.0688610357089392
24,271.473,0.0618656,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter24_sim0.061866.xyz,0.04927074243267586
25,283.104,0.0548534,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter25_sim0.054853.xyz,0.03580055080152337
26,294.403,0.050902,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter26_sim0.050902.xyz,0.027836607445904594
27,305.625,0.0461883,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter27_sim0.046188.xyz,0.021513301214887932
28,316.904,0.0435041,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter28_sim0.043504.xyz,0.018205038793131862
29,328.135,0.0416074,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter29_sim0.041607.xyz,0.015201382686653756
30,342.044,0.0388144,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter30_sim0.038814.xyz,0.013584139492193148
31,358.648,0.0382898,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter31_sim0.038290.xyz,0.012753253580215108
32,370.174,0.0663095,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter32_sim0.066309.xyz,0.019587082909789805
33,381.913,0.0404205,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter33_sim0.040420.xyz,0.013332434489908502
34,393.398,0.0383451,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter34_sim0.038345.xyz,0.01331373445506981
35,404.708,3.82385e+07,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter35_sim38238451.356717.xyz,1674938082736795.0
36,416.316,0.189413,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter36_sim0.189413.xyz,0.5233933558171721
37,427.602,0.161873,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter37_sim0.161873.xyz,0.3651965709459987
38,439.015,0.142269,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter38_sim0.142269.xyz,0.28773947993695465
39,450.328,0.12021,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter39_sim0.120210.xyz,0.21782210944816835
40,461.553,0.0989213,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter40_sim0.098921.xyz,0.15382036250114217
41,472.921,0.0828736,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter41_sim0.082874.xyz,0.10534550804216049
42,486.295,0.0711594,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter42_sim0.071159.xyz,0.07196577546461687
43,497.097,0.0630936,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter43_sim0.063094.xyz,0.051435141688625216
44,509.629,0.0562962,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter44_sim0.056296.xyz,0.037875858503083545
45,521.201,0.0505189,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter45_sim0.050519.xyz,0.02829417232588626
46,533.191,0.0489121,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter46_sim0.048912.xyz,0.023166202259610243
47,544.677,0.0435929,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter47_sim0.043593.xyz,0.018796194957528486
48,556.145,0.0411599,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter48_sim0.041160.xyz,0.015781358738214887
49,568.331,0.0406228,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter49_sim0.040623.xyz,0.013991571267572158
50,579.824,0.0396011,final_report_data/synthetic/w0-3_lambda0-1_beta200/nonrigid_iter50_sim0.039601.xyz,0.013665297159883131
