-1.124645	1.354530	-0.634271
-1.117502	1.380841	-0.649186
-1.121952	1.371045	-0.630496
-1.112392	1.390310	-0.666732
-1.118414	1.365214	-0.653918
-1.105793	1.414724	-0.679766
-1.107074	1.399674	-0.684103
-1.110441	1.405473	-0.662680
-1.114339	1.396000	-0.645397
-1.102638	1.428496	-0.675521
-1.122802	1.337369	-0.640507
-1.111924	1.374873	-0.671109
-1.118307	1.386556	-0.627401
-1.107409	1.419586	-0.658597
-1.123649	1.344542	-0.615536
-1.098277	1.422867	-0.696330
-1.105806	1.384236	-0.688448
-1.099073	1.408430	-0.700947
-1.111057	1.410387	-0.641464
-1.121425	1.361331	-0.612453
-1.123417	1.326712	-0.619856
-1.094933	1.435979	-0.691778
-1.104198	1.432668	-0.654586
-1.114761	1.401339	-0.623975
-1.098058	1.440634	-0.671527
-1.114199	1.349467	-0.659998
-1.108382	1.424226	-0.637385
-1.118695	1.377032	-0.609770
-1.096762	1.393537	-0.705079
-1.101018	1.445820	-0.650926
-1.112037	1.415830	-0.620220
-1.106109	1.438383	-0.633552
-1.107267	1.359651	-0.675631
-1.116190	1.392113	-0.606680
-1.023606	1.463712	-0.968028
-1.089152	1.446803	-0.687358
-1.110207	1.430740	-0.616321
-1.104203	1.453555	-0.630088
-1.024777	1.459998	-0.959077
-1.021284	1.473144	-0.966478
-0.995325	1.477573	-1.071059
-1.092778	1.452184	-0.667811
-1.108292	1.446651	-0.612471
-1.098297	1.459949	-0.647771
-1.101677	1.469936	-0.626759
-0.997017	1.468284	-1.071569
-1.100334	1.369331	-0.692027
-1.020236	1.466660	-0.977443
-1.023732	1.454143	-0.969340
-1.114017	1.407172	-0.603169
-1.022617	1.469163	-0.957737
-1.025065	1.450560	-0.960354
-1.096112	1.475481	-0.644943
-1.104705	1.463288	-0.608780
-1.118778	1.308498	-0.624707
-1.017760	1.476178	-0.975731
-1.011818	1.465194	-1.005926
-1.020539	1.457102	-0.978749
-1.092823	1.492092	-0.641801
-1.112225	1.422629	-0.599257
-1.085764	1.428490	-0.710281
-0.991655	1.479886	-1.082181
-0.993852	1.470163	-1.082526
-1.009451	1.467212	-1.014862
-1.114202	1.320957	-0.647510
-1.096537	1.486374	-0.623424
-1.009819	1.474253	-1.004891
-1.007339	1.476328	-1.013863
-1.017081	1.427741	-1.009320
-1.015738	1.437191	-1.008610
-1.024148	1.455647	-0.950567
-1.017377	1.481986	-0.965085
-1.012814	1.455925	-1.006951
-1.015707	1.469117	-0.986932
-0.995101	1.474369	-1.061637
-0.996619	1.465682	-1.062226
-1.109805	1.438786	-0.595148
-1.086026	1.415618	-0.714704
-1.018067	1.425330	-0.999795
-1.013746	1.462584	-0.997187
-0.996530	1.458710	-1.071916
-1.014005	1.446599	-1.007844
-1.016877	1.434819	-0.999248
-1.016679	1.459808	-0.988173
-1.019128	1.477846	-0.956548
-1.082589	1.440078	-0.705674
-1.024669	1.446444	-0.951948
-1.012099	1.471660	-0.996041
-1.117273	1.317365	-0.601547
-1.116935	1.335714	-0.598861
-0.992624	1.559058	-1.005327
-0.990778	1.485322	-1.070300
-1.010193	1.457774	-1.016118
-1.014496	1.453450	-0.998054
-1.015442	1.444231	-0.998683
-1.022252	1.464403	-0.949139
-1.012816	1.439060	-1.018227
-1.091667	1.379485	-0.708045
-1.013977	1.429819	-1.019111
-1.012995	1.478479	-0.985203
-1.013757	1.485181	-0.974086
-1.021865	1.444552	-0.970712
-1.011168	1.448355	-1.017262
-1.023565	1.441066	-0.961765
-1.018121	1.415664	-1.000340
