-1.272332	1.214300	-0.438750	
-1.271032	1.237132	-0.451772	
-1.271024	1.230794	-0.434030	
-1.270514	1.243670	-0.468894	
-1.270288	1.221506	-0.456540	
-1.270248	1.265118	-0.481568	
-1.270064	1.250114	-0.485888	
-1.270036	1.258856	-0.464720	
-1.269160	1.252474	-0.447660	
-1.268630	1.279314	-0.477332	
-1.268534	1.197720	-0.445268	
-1.268524	1.228568	-0.473308	
-1.268360	1.246324	-0.430210	
-1.268092	1.273308	-0.460592	
-1.267958	1.208442	-0.420792	
-1.267580	1.270754	-0.497894	
-1.267464	1.235156	-0.490252	
-1.266892	1.256350	-0.502308	
-1.266598	1.267196	-0.443648	
-1.266492	1.224992	-0.416608	
-1.266410	1.190838	-0.426830	
-1.265910	1.284506	-0.493456	
-1.265654	1.286830	-0.456460	
-1.265626	1.261266	-0.426454	
-1.265434	1.292268	-0.473246	
-1.264748	1.206668	-0.462006	
-1.264482	1.281398	-0.439450	
-1.264094	1.240440	-0.413198	
-1.263220	1.242164	-0.506180	
-1.263162	1.300326	-0.452498	
-1.263058	1.276000	-0.422514	
-1.262720	1.295798	-0.435302	
-1.262562	1.214584	-0.477868	
-1.262198	1.255436	-0.409616	
-1.262136	1.264590	-0.771374	
-1.262110	1.297080	-0.489176	
-1.261724	1.291150	-0.418324	
-1.261454	1.311154	-0.431426	
-1.261326	1.262798	-0.762126	
-1.261136	1.274870	-0.769150	
-1.261034	1.260272	-0.874070	
-1.260976	1.304606	-0.469326	
-1.260892	1.307146	-0.414172	
-1.260886	1.314684	-0.448866	
-1.260794	1.327662	-0.427872	
-1.260650	1.249788	-0.875196	
-1.260646	1.221710	-0.493922	
-1.260556	1.266026	-0.780668	
-1.260440	1.254682	-0.773294	
-1.260310	1.270580	-0.405830	
-1.260278	1.272808	-0.760024	
-1.260004	1.252870	-0.764268	
-1.259764	1.330490	-0.445698	
-1.259672	1.323942	-0.410190	
-1.259476	1.174092	-0.433800	
-1.259390	1.276260	-0.778376	
-1.259154	1.259608	-0.809362	
-1.259140	1.256296	-0.782370	
-1.259134	1.347244	-0.442888	
-1.259130	1.286178	-0.401664	
-1.259100	1.275168	-0.511578	
-1.259066	1.260496	-0.885606	
-1.258938	1.249898	-0.886266	
-1.258868	1.259924	-0.818528	
-1.258836	1.183232	-0.451618	
-1.258768	1.344434	-0.424492	
-1.258696	1.269416	-0.807752	
-1.258560	1.269816	-0.817034	
-1.258418	1.221214	-0.815030	
-1.258386	1.230968	-0.813672	
-1.258334	1.260628	-0.753342	
-1.258318	1.284554	-0.767184	
-1.258312	1.250086	-0.810882	
-1.258200	1.267202	-0.789758	
-1.258154	1.259406	-0.863994	
-1.258088	1.249578	-0.865244	
-1.258032	1.302408	-0.397282	
-1.257950	1.262280	-0.515720	
-1.257902	1.220814	-0.805476	
-1.257892	1.258780	-0.800456	
-1.257876	1.240210	-0.876028	
-1.257874	1.240606	-0.812302	
-1.257758	1.230620	-0.804304	
-1.257722	1.257646	-0.791456	
-1.257678	1.282234	-0.758294	
-1.257630	1.287654	-0.507218	
-1.257596	1.250898	-0.755612	
-1.257534	1.268352	-0.798770	
-1.257502	1.185912	-0.409518	
-1.257500	1.203908	-0.404700	
-1.257416	1.354566	-0.805512	
-1.257380	1.270064	-0.872828	
-1.257360	1.250308	-0.820022	
-1.257294	1.249504	-0.801858	
-1.257174	1.240190	-0.803118	
-1.257134	1.270158	-0.751302	
-1.256900	1.231170	-0.823030	
-1.256858	1.229262	-0.509248	
-1.256714	1.221720	-0.824482	
-1.256660	1.277200	-0.787482	
-1.256658	1.286074	-0.776226	
-1.256528	1.245670	-0.774940	
-1.256526	1.240740	-0.821518	
-1.256484	1.243626	-0.766340	
-1.256468	1.210894	-0.806754	
-1.256442	1.220174	-0.400916	
-1.256418	1.211584	-0.816432	
-1.256362	1.317522	-0.465532	
-1.256296	1.352634	-0.793854	
-1.256198	1.340522	-0.406594	
-1.256164	1.247302	-0.783784	
-1.256124	1.248564	-0.792828	
-1.256070	1.363900	-0.439580	
-1.255910	1.240368	-0.866552	
-1.255898	1.319118	-0.392990	
-1.255896	1.364846	-0.802172	
-1.255820	1.240288	-0.886062	
-1.255754	1.279104	-0.806130	
-1.255606	1.342696	-0.797722	
-1.255586	1.230068	-0.795330	
-1.255518	1.220526	-0.796362	
-1.255432	1.278174	-0.796738	
-1.255406	1.239424	-0.794154	
-1.255358	1.235252	-0.397416	
-1.255356	1.279362	-0.815626	
-1.255228	1.259554	-0.827414	
-1.255180	1.306392	-0.812322	
-1.255156	1.268680	-0.863082	
-1.255146	1.308030	-0.484640	
-1.255070	1.343990	-0.808700	
-1.255044	1.268966	-0.826032	
-1.255028	1.292906	-0.766168	
-1.254994	1.241544	-0.758004	
-1.254812	1.279202	-0.749628	
-1.254750	1.270124	-0.883752	
-1.254698	1.290570	-0.757302	
-1.254442	1.250106	-0.393754	
-1.254366	1.210754	-0.797356	
-1.254324	1.194212	-0.466552	
-1.254316	1.231784	-0.876388	
-1.254204	1.287038	-0.785380	
-1.254200	1.212740	-0.825766	
-1.254022	1.167870	-0.415374	
-1.253968	1.249604	-0.519174	
-1.253942	1.250216	-0.828808	
-1.253942	1.305926	-0.822198	
-1.253934	1.297788	-0.813778	
-1.253928	1.249510	-0.856474	
-1.253910	1.258616	-0.855188	
-1.253862	1.238398	-0.785318	
-1.253852	1.306168	-0.802272	
-1.253834	1.258148	-0.745296	
-1.253820	1.248780	-0.747594	
-1.253678	1.315020	-0.809454	
-1.253640	1.360438	-0.421032	
-1.253560	1.361970	-0.790850	
-1.253498	1.231754	-0.867408	
-1.253480	1.294700	-0.775166	
-1.253466	1.265394	-0.389842	
-1.253334	1.231334	-0.831840	
-1.253286	1.288586	-0.804684	
-1.253282	1.365954	-0.813360	
-1.253142	1.299206	-0.502668	
-1.253114	1.355530	-0.816192	
-1.253112	1.240740	-0.830290	
-1.253096	1.314474	-0.799176	
-1.253094	1.287902	-0.794896	
-1.253050	1.222288	-0.833278	
-1.253016	1.201310	-0.808212	
-1.252994	1.288710	-0.814482	
-1.252950	1.267134	-0.743028	
-1.252946	1.297702	-0.803868	
