iteration,time,similarity,outfile,error
0,0,0.189413,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter0.xyz,0.5233933555982522
1,11.4036,0.161446,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter1_sim0.161446.xyz,0.3667742890962437
2,23.7074,0.143123,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter2_sim0.143123.xyz,0.291699229628871
3,35.6115,0.121321,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter3_sim0.121321.xyz,0.22117088978679317
4,47.949,0.0997582,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter4_sim0.099758.xyz,0.15594694004163454
5,60.2276,0.0823046,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter5_sim0.082305.xyz,0.10628668716337508
6,72.2658,0.0713753,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter6_sim0.071375.xyz,0.07368796812067618
7,85.4018,0.0638951,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter7_sim0.063895.xyz,0.05262411528290607
8,97.6214,0.0566648,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter8_sim0.056665.xyz,0.03844925256028824
9,110.582,0.0507401,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter9_sim0.050740.xyz,0.0289140878936154
10,123.192,0.0474023,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter10_sim0.047402.xyz,0.023036425186755662
11,136.162,0.0444885,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter11_sim0.044489.xyz,0.019369518618740478
12,147.787,0.0414904,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter12_sim0.041490.xyz,0.01620740664603832
13,160.204,0.0398036,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter13_sim0.039804.xyz,0.013913039401649013
14,172.4,0.0384771,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter14_sim0.038477.xyz,0.013712572607527333
15,184.419,0.039218,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter15_sim0.039218.xyz,0.013052775085476774
16,197.035,4.40665e+09,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter16_sim4406646211.301332.xyz,2.7384964353413997e+19
17,209.673,0.189413,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter17_sim0.189413.xyz,0.5233933558171721
18,222.288,0.158836,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter18_sim0.158836.xyz,0.36121468735739565
19,235.291,0.140892,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter19_sim0.140892.xyz,0.2847929244268915
20,247.068,0.118664,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter20_sim0.118664.xyz,0.21564530529856452
21,259.442,0.0988149,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter21_sim0.098815.xyz,0.15162191842279807
22,271.688,0.0827773,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter22_sim0.082777.xyz,0.10402947116325167
23,283.916,0.0715017,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter23_sim0.071502.xyz,0.07138528587186325
24,296.93,0.063655,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter24_sim0.063655.xyz,0.051714178971481894
25,309.131,0.0562953,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter25_sim0.056295.xyz,0.03776730042005821
26,321.204,0.0509076,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter26_sim0.050908.xyz,0.028534155858830474
27,332.923,0.0471648,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter27_sim0.047165.xyz,0.02263006506165137
28,343.935,0.0448663,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter28_sim0.044866.xyz,0.019280230995340535
29,355.271,0.0419618,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter29_sim0.041962.xyz,0.015538677812026993
30,368.359,0.0398757,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter30_sim0.039876.xyz,0.014237389407972421
31,380.672,0.0384915,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter31_sim0.038491.xyz,0.013273902687676791
32,392.53,0.0408008,final_report_data/synthetic/w0-4_lambda0-1_beta200/nonrigid_iter32_sim0.040801.xyz,0.012425133273894502
