iteration,time,similarity,outfile,error
0,0,0.189413,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter0.xyz,0.5233933555982522
1,13.1179,0.217447,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter1_sim0.217447.xyz,0.3815606046853163
2,24.979,0.159984,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter2_sim0.159984.xyz,0.3360369963714958
3,38.1222,0.121189,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter3_sim0.121189.xyz,0.3046914676101851
4,51.458,0.0993368,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter4_sim0.099337.xyz,0.27357224525535045
5,63.029,0.0878928,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter5_sim0.087893.xyz,0.24531085947197837
6,75.4303,0.0774771,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter6_sim0.077477.xyz,0.22597914708965428
7,88.1337,0.0678646,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter7_sim0.067865.xyz,0.21190497339980313
8,101.065,0.0590037,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter8_sim0.059004.xyz,0.20154977823187414
9,111.851,0.0514972,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter9_sim0.051497.xyz,0.1944275209433482
10,125.339,0.0467293,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter10_sim0.046729.xyz,0.18882325741295883
11,137.119,0.0428892,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter11_sim0.042889.xyz,0.18499165315941307
12,150.198,0.0409433,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter12_sim0.040943.xyz,0.18231460839318428
13,163.247,0.0396602,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter13_sim0.039660.xyz,0.18039475538074293
14,175.676,0.0386622,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter14_sim0.038662.xyz,0.17912640966085935
15,187.885,0.0381497,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter15_sim0.038150.xyz,0.17830918197865508
16,199.558,0.0372,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter16_sim0.037200.xyz,0.17797557406349554
17,211.12,0.0366422,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter17_sim0.036642.xyz,0.1779248683119524
18,222.319,0.0370996,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter18_sim0.037100.xyz,0.17739578739045225
19,234.455,0.0374332,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter19_sim0.037433.xyz,0.17635191438932538
20,248.025,0.0368484,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter20_sim0.036848.xyz,0.17551693848645225
21,260.805,0.0365568,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter21_sim0.036557.xyz,0.17596834622993413
22,274.088,0.0362083,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter22_sim0.036208.xyz,0.17424091691571578
23,287.567,0.0358919,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter23_sim0.035892.xyz,0.17328910139619425
24,300.533,0.0357589,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter24_sim0.035759.xyz,0.1722922205897306
25,314.166,0.0354702,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter25_sim0.035470.xyz,0.1714237466606805
26,327.495,0.0352558,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter26_sim0.035256.xyz,0.1700673841918336
27,339.506,0.0354579,final_report_data/synthetic/w0-2_lambda0-1_beta2/nonrigid_iter27_sim0.035458.xyz,0.1685380352881583
